,prices,hour,day,week,month,weekend,rsi,roc
6682,48.96,10,5,39,9,1,73.93666980838537,-185.98130841121494
6683,49.89,11,5,39,9,1,74.86047045743594,-178.0936454849498
6684,47.79,12,5,39,9,1,68.30066608099662,-117.22727272727272
6685,43.13,13,5,39,9,1,55.378691218453945,-22.28522823929685
6686,40.29,14,5,39,9,1,48.64768760369521,-0.6495128653509817
6687,38.04,15,5,39,9,1,43.608570918199355,15.466666666666667
6688,37.91,16,5,39,9,1,43.297615397234686,22.569444444444454
6689,39.01,17,5,39,9,1,47.12586521027726,21.807977550611348
6690,41.98,18,5,39,9,1,56.61602093108187,12.157355095208207
6691,49.93,19,5,39,9,1,72.48135070589265,-15.76628796661256
6692,50.01,20,5,39,9,1,72.60233732490175,-24.125093075204763
6693,45.0,21,5,39,9,1,54.57183677737512,-18.296529968454262
6694,43.0,22,5,39,9,1,48.76978574308138,-13.42653653389608
6695,37.82,23,5,39,9,1,36.65685603454263,3.0504998718277307
6696,33.75,0,6,39,9,1,29.701457671399965,19.60457360647927
6697,27.96,1,6,39,9,1,22.434551063881514,44.00160224314039
6698,26.3,2,6,39,9,1,20.692741696592165,47.410517896420714
6699,17.75,3,6,39,9,1,13.982821814496319,60.55555555555555
6700,22.71,4,6,39,9,1,29.823917772768382,47.18604651162791
6701,24.4,5,6,39,9,1,34.73804490357114,35.483870967741936
6702,17.33,6,6,39,9,1,25.702619402430045,48.65185185185186
6703,24.96,7,6,39,9,1,44.4233235287653,10.72961373390558
6704,29.34,8,6,39,9,1,52.64314440629931,-11.558935361216726
6705,31.0,9,6,39,9,1,55.62781122327032,-74.64788732394366
6706,35.9,10,6,39,9,1,63.72584435133018,-58.08014090708937
6707,39.79,11,6,39,9,1,69.09843697393494,-63.07377049180328
6708,39.0,12,6,39,9,1,66.6912266319993,-125.04327755337567
6709,35.75,13,6,39,9,1,56.9046444612408,-43.229166666666664
6710,32.91,14,6,39,9,1,49.31596661507401,-12.167689161554181
6711,30.3,15,6,39,9,1,42.993016783796286,2.2580645161290303
6712,27.91,16,6,39,9,1,37.68385296251206,22.256267409470748
6713,31.5,17,6,39,9,1,49.029406515360364,20.834380497612464
6714,40.92,18,6,39,9,1,67.60222955587145,-4.923076923076927
6715,56.95,19,6,39,9,1,81.42419384293794,-59.300699300699314
6716,57.9,20,6,39,9,1,81.97120070637493,-75.93436645396537
6717,50.0,21,6,39,9,1,63.35434799045274,-65.01650165016501
6718,48.17,22,6,39,9,1,59.5921694086383,-72.5904693658187
6719,38.9,23,6,39,9,1,43.78649440175669,-23.492063492063487
6720,25.49,0,0,40,9,0,29.98212544036916,37.70772238514174
6721,20.54,1,0,40,9,0,26.30823826027347,63.93327480245829
6722,18.55,2,0,40,9,0,24.839848124316518,67.96200345423142
6723,12.94,3,0,40,9,0,20.89459646612022,74.12
6724,10.91,4,0,40,9,0,19.546534174263087,77.351048370355
6725,15.03,5,0,40,9,0,30.47152542966745,61.3624678663239
6726,26.93,6,0,40,9,0,52.72294585151664,-5.649274225186353
6727,49.91,7,0,40,9,0,72.85449704861846,-142.98928919182083
6728,63.17,8,0,40,9,0,79.03579827374892,-240.5390835579515
6729,63.17,9,0,40,9,0,79.03579827374892,-388.176197836167
6730,69.0,10,0,40,9,0,81.67734311330415,-532.4472960586618
6731,79.02,11,0,40,9,0,85.45673542267704,-425.748502994012
6732,72.0,12,0,40,9,0,72.82743790838613,-167.35982176011882
6733,68.51,13,0,40,9,0,66.92675564525047,-37.26708074534164
6734,61.25,14,0,40,9,0,55.6676795069318,3.039417444989713
6735,58.0,15,0,40,9,0,51.05387021071227,8.184264682602503
6736,55.91,16,0,40,9,0,47.98481622055665,18.97101449275363
6737,53.0,17,0,40,9,0,43.60514469793601,32.92837256390787
6738,58.0,18,0,40,9,0,52.53716394352485,19.444444444444446
6739,86.1,19,0,40,9,0,77.05045999128207,-25.67508392935336
6740,59.99,20,0,40,9,0,48.893698041318245,2.057142857142854
6741,48.25,21,0,40,9,0,40.84092414631806,16.810344827586206
6742,39.99,22,0,40,9,0,35.85510204491899,28.47433375067071
6743,31.74,23,0,40,9,0,31.278507975574414,40.113207547169814
6744,32.13,0,1,40,9,0,31.772525811554956,44.603448275862064
6745,26.33,1,1,40,9,0,28.15987928877523,69.41927990708479
6746,25.97,2,1,40,9,0,27.923397478745883,56.70945157526255
6747,21.8,3,1,40,9,0,25.004613834008325,54.818652849740936
6748,19.99,4,1,40,9,0,23.713532322300708,50.01250312578145
6749,29.5,5,1,40,9,0,42.449163838916384,7.057340894770002
6750,41.97,6,1,40,9,0,58.49036612984765,-30.625583566760024
6751,62.97,7,1,40,9,0,73.44698012825505,-139.15685529813902
6752,80.85,8,1,40,9,0,80.59189407246612,-211.32075471698113
6753,78.0,9,1,40,9,0,76.64698714196408,-257.79816513761466
6754,80.05,10,1,40,9,0,77.59367389173275,-300.4502251125563
6755,92.01,11,1,40,9,0,82.54695657696229,-211.8983050847458
6756,76.94,12,1,40,9,0,61.8671707751023,-83.32142006194901
6757,76.5,13,1,40,9,0,61.32886312166627,-21.486422105764653
6758,68.96,14,1,40,9,0,52.02101959170166,14.706246134817565
6759,67.72,15,1,40,9,0,50.50823214130942,13.179487179487182
6760,65.99,16,1,40,9,0,48.16334801912717,17.56402248594629
6761,64.6,17,1,40,9,0,46.09982900170829,29.79024019128357
6762,71.5,18,1,40,9,0,57.05903606691508,7.070444502209511
6763,88.67,19,1,40,9,0,73.28119078234212,-15.908496732026144
6764,65.1,20,1,40,9,0,45.17087251651662,5.5974477958236655
6765,54.5,21,1,40,9,0,37.42363689771984,19.52155936207915
6766,47.51,22,1,40,9,0,32.95149146538343,28.00424306713138
6767,37.19,23,1,40,9,0,27.194071274438315,42.43034055727554
6768,29.94,0,2,40,9,0,23.70274070648125,58.125874125874134
6769,25.0,1,2,40,9,0,21.450924492358396,71.8055712191271
6770,20.76,2,2,40,9,0,19.539055632879055,68.11059907834101
6771,18.99,3,2,40,9,0,18.703963509059875,65.15596330275231
6772,18.97,4,2,40,9,0,18.69313045699488,60.07156388128815
6773,16.99,5,2,40,9,0,17.489712999197224,54.31567625705836
6774,38.92,6,2,40,9,0,55.535301670377706,-29.993319973279892
6775,61.26,7,2,40,9,0,71.56381693346785,-145.04
6776,68.96,8,2,40,9,0,75.25343691813589,-232.1772639691714
6777,71.11,9,2,40,9,0,76.28446898017692,-274.4602422327541
6778,75.01,10,2,40,9,0,78.2564183363785,-295.41381128097004
6779,73.96,11,2,40,9,0,76.20914453735088,-335.3148911124191
6780,70.37,12,2,40,9,0,68.82210676316792,-80.80678314491264
6781,69.91,13,2,40,9,0,67.81143347526647,-14.120143650016322
6782,68.98,14,2,40,9,0,65.47857492754991,-0.02900232018562969
6783,66.98,15,2,40,9,0,60.13941450562059,5.807903248488251
6784,63.98,16,2,40,9,0,52.442299390208255,14.704706039194784
6785,60.95,17,2,40,9,0,45.39982067073912,17.590589507842065
6786,66.05,18,2,40,9,0,57.049644844563275,6.138979678840425
6787,75.09,19,2,40,9,0,70.45734576213403,-7.409526534115302
6788,69.94,20,2,40,9,0,58.065740560682976,-1.3917077413743022
6789,51.94,21,2,40,9,0,33.416329202691585,22.45446401911019
6790,41.82,22,2,40,9,0,25.9765864759769,34.63582369490466
6791,35.0,23,2,40,9,0,22.013191947873253,42.575881870385565
6792,32.0,0,3,40,9,0,20.372427868839978,51.551854655563965
6793,27.48,1,3,40,9,0,17.95306923468202,63.40391530163802
6794,26.11,2,3,40,9,0,17.209717134755124,62.66800114383757
6795,20.09,3,3,40,9,0,14.125663668307439,61.32075471698113
6796,20.9,4,3,40,9,0,16.54053251795311,50.02391200382592
6797,26.97,5,3,40,9,0,33.38592319012339,22.942857142857147
6798,45.9,6,3,40,9,0,62.050844835063664,-43.43749999999999
6799,67.12,7,3,40,9,0,75.96394569976536,-144.25036390101894
6800,75.07,8,3,40,9,0,79.36510571703127,-187.5143623132899
6801,76.05,9,3,40,9,0,79.78817320285222,-278.54654056744647
6802,79.19,10,3,40,9,0,81.26505154684628,-278.8995215311005
6803,86.0,11,3,40,9,0,84.25857062016948,-218.8728216536893
6804,71.48,12,3,40,9,0,59.80797769012922,-55.72984749455338
6805,68.94,13,3,40,9,0,56.373962466097474,-2.7115613825983207
6806,68.93,14,3,40,9,0,56.35867444061837,8.1790329026242
6807,66.91,15,3,40,9,0,52.88238082591856,12.018408941485866
6808,63.0,16,3,40,9,0,46.25527932006779,20.444500568253567
6809,61.75,17,3,40,9,0,44.133521987297236,28.197674418604652
6810,69.55,18,3,40,9,0,58.41656149851266,2.700055959709019
6811,87.71,19,3,40,9,0,75.74299113053405,-27.226573832317953
6812,70.33,20,3,40,9,0,51.228782047966256,-2.0310459886841596
6813,53.52,21,3,40,9,0,37.23989720331161,20.01195635928859
6814,45.5,22,3,40,9,0,32.20510365949595,27.77777777777778
6815,36.1,23,3,40,9,0,27.059586007488107,41.53846153846153
6816,28.04,0,4,40,9,0,23.239149132437774,59.68368080517613
6817,24.86,1,4,40,9,0,21.783072156657497,71.65659559913351
6818,23.21,2,4,40,9,0,20.96517141936512,66.9984359448315
6819,18.94,3,4,40,9,0,18.775864774411858,64.61136023916292
6820,19.91,4,4,40,9,0,21.0240301289047,56.24175824175824
6821,27.45,5,4,40,9,0,37.23003303153312,23.961218836565102
6822,38.08,6,4,40,9,0,53.40555357117422,-35.805991440798856
6823,57.98,7,4,40,9,0,70.48939511758914,-133.2260659694288
6824,61.97,8,4,40,9,0,72.8816917887095,-166.99698405859542
6825,63.18,9,4,40,9,0,73.65877341319742,-233.5797254487856
6826,63.31,10,4,40,9,0,73.75573010091834,-217.9809141135108
6827,64.08,11,4,40,9,0,74.42482693731239,-133.44262295081967
6828,60.09,12,4,40,9,0,64.24061178227818,-57.79936974789918
6829,55.06,13,4,40,9,0,53.223043025664865,5.036219385995162
6830,54.04,14,4,40,9,0,51.090821045474264,12.796514442472166
6831,52.75,15,4,40,9,0,48.16253920389262,16.50838873061095
6832,50.3,16,4,40,9,0,42.59814034820577,20.54967619649345
6833,47.92,17,4,40,9,0,37.54200738104716,25.218476903870158
6834,56.0,18,4,40,9,0,57.89970423913235,6.806456981194879
6835,64.92,19,4,40,9,0,70.59609686377894,-17.90773701416636
6836,63.99,20,4,40,9,0,68.02930546886172,-18.412287194670622
6837,53.0,21,4,40,9,0,44.8863026705355,-0.47393364928909953
6838,43.95,22,4,40,9,0,33.593318661594736,12.624254473161024
6839,35.93,23,4,40,9,0,26.50259816644936,25.020868113522543
6840,42.99,0,5,40,9,1,39.90259650327543,23.232142857142854
6841,35.96,1,5,40,9,1,32.76469221455433,44.60874922982132
6842,30.92,2,5,40,9,1,28.394851359408364,51.67994999218628
6843,25.75,3,5,40,9,1,24.390584690511304,51.41509433962265
6844,23.07,4,5,40,9,1,22.42354483799903,47.508532423208194
6845,25.84,5,5,40,9,1,29.477679746823483,28.082382410242136
6846,30.82,6,5,40,9,1,41.04349788554873,28.30890904861596
6847,40.3,7,5,40,9,1,57.11120351975611,-12.068965517241368
6848,47.08,8,5,40,9,1,65.24118751961558,-52.26390685640361
6849,53.48,9,5,40,9,1,71.3853861490894,-107.6893203883495
6850,54.4,10,5,40,9,1,72.23209203196458,-135.80407455570003
6851,57.0,11,5,40,9,1,74.76444540197636,-120.58823529411764
6852,55.8,12,5,40,9,1,71.16972135983588,-81.05126541207007
6853,50.15,13,5,40,9,1,55.96618569694563,-24.441687344913156
6854,48.12,14,5,40,9,1,51.24620843479004,-2.2090059473237025
6855,43.71,15,5,40,9,1,42.010053150455164,18.268511593118916
6856,42.94,16,5,40,9,1,40.48136799159205,21.06617647058824
6857,44.5,17,5,40,9,1,45.31883172680223,21.929824561403507
6858,48.26,18,5,40,9,1,55.726493963531624,13.512544802867382
6859,74.99,19,5,40,9,1,83.12559305338917,-49.53140578265204
6860,69.0,20,5,40,9,1,71.26567050259746,-43.391521197007485
6861,45.96,21,5,40,9,1,42.968846650999076,-5.147563486616335
6862,40.68,22,5,40,9,1,38.73887888808113,5.263157894736838
6863,35.01,23,5,40,9,1,34.377818881434436,21.32584269662922
6864,32.99,0,6,40,9,1,32.79926752343732,31.641110650642347
6865,30.22,1,6,40,9,1,30.495070139347263,59.70129350580077
6866,28.58,2,6,40,9,1,29.04537129813515,58.579710144927546
6867,23.81,3,6,40,9,1,24.911933813554583,48.1940818102698
6868,12.9,4,6,40,9,1,17.91463960874391,68.28908554572271
6869,20.96,5,6,40,9,1,34.279584006064994,40.13139103113396
6870,16.97,6,6,40,9,1,30.649689496994768,48.56016974840862
6871,28.03,7,6,40,9,1,48.71398082512499,7.246856386498999
6872,29.95,8,6,40,9,1,51.35365360761767,-4.7935619314205775
6873,32.4,9,6,40,9,1,54.907521749325284,-36.07727845443091
6874,33.92,10,6,40,9,1,57.23354008575698,-162.94573643410854
6875,35.67,11,6,40,9,1,60.078594391166504,-70.18129770992367
6876,36.94,12,6,40,9,1,62.26475160271839,-117.67825574543312
6877,33.08,13,6,40,9,1,51.899028094620896,-18.016410988226887
6878,31.2,14,6,40,9,1,47.2970629597688,-4.173622704507513
6879,29.62,15,6,40,9,1,43.414656900933636,8.58024691358024
6880,23.28,16,6,40,9,1,31.11587259987479,31.367924528301888
6881,31.05,17,6,40,9,1,51.37426560775017,12.952060555088313
6882,43.92,18,6,40,9,1,69.31266734864417,-18.895506226312953
6883,52.67,19,6,40,9,1,76.41202409434325,-59.22007255139058
6884,56.0,20,6,40,9,1,78.66600144164349,-79.48717948717949
6885,52.77,21,6,40,9,1,70.79221049512849,-78.15665091154625
6886,44.95,22,6,40,9,1,54.84401581993833,-93.08419243986255
6887,37.93,23,6,40,9,1,44.1335864580195,-22.157809983896936
6888,24.73,0,0,41,9,0,30.634454336122616,43.693078324225866
6889,14.91,1,0,41,9,0,24.06366905634313,71.69166508448833
6890,11.91,2,0,41,9,0,22.309438096686165,78.73214285714286
6891,10.71,3,0,41,9,0,21.5551836319065,79.70437748720865
6892,10.7,4,0,41,9,0,21.547898554343902,76.19577308120134
6893,20.9,5,0,41,9,0,44.50502517023166,44.89849723174268
6894,33.99,6,0,41,9,0,61.744596321363744,-37.44439951475941
6895,53.98,7,0,41,9,0,75.62234706132618,-262.03890006706905
6896,58.0,8,0,41,9,0,77.58465111742666,-386.98572628043667
6897,59.9,9,0,41,9,0,78.5633306694885,-459.29038281979456
6898,58.0,10,0,41,9,0,74.65205843411783,-442.05607476635515
6899,58.94,11,0,41,9,0,75.37974800474825,-182.00956937799043
6900,56.4,12,0,41,9,0,68.9604079233211,-65.93115622241834
6901,57.04,13,0,41,9,0,69.7395883564064,-5.668766209707304
6902,57.0,14,0,41,9,0,69.60853571032004,1.7241379310344827
6903,54.0,15,0,41,9,0,59.538979895555016,9.849749582637727
6904,49.93,16,0,41,9,0,48.1899510212633,13.913793103448278
6905,48.99,17,0,41,9,0,45.77187100848223,16.881574482524595
6906,54.78,18,0,41,9,0,60.44314663026181,2.8723404255319105
6907,58.9,19,0,41,9,0,67.86651459590666,-3.2608695652173907
6908,57.3,20,0,41,9,0,62.40858881042748,-0.5263157894736793
6909,44.21,21,0,41,9,0,34.8741361132908,18.12962962962963
6910,34.44,22,0,41,9,0,24.996590810813927,31.0234328059283
6911,31.09,23,0,41,9,0,22.387535162184292,36.53806899367218
6912,30.0,0,1,41,9,0,21.51088992777592,45.23548740416211
6913,24.31,1,1,41,9,0,17.273762275254413,58.726655348047544
6914,22.0,2,1,41,9,0,15.761294870462905,61.60558464223386
6915,18.91,3,1,41,9,0,13.819045937294518,57.226871748473194
6916,20.53,4,1,41,9,0,20.019651038936942,40.389082462253185
6917,26.0,5,1,41,9,0,38.072954878255196,16.371823737536182
6918,41.75,6,1,41,9,0,65.20788490365386,-39.166666666666664
6919,58.0,7,1,41,9,0,77.44438237621691,-138.58494446729742
6920,61.04,8,1,41,9,0,79.09493466454632,-177.45454545454544
6921,62.0,9,1,41,9,0,79.65899538437894,-227.8688524590164
6922,61.38,10,1,41,9,0,78.0273606305201,-198.97710667316122
6923,63.0,11,1,41,9,0,79.35335644567411,-142.30769230769232
6924,60.07,12,1,41,9,0,70.16356931701145,-43.880239520958085
6925,58.0,13,1,41,9,0,63.890758816490695,0.0
6926,58.52,14,1,41,9,0,64.83837756409503,4.1284403669724705
6927,52.32,15,1,41,9,0,47.13878531954661,15.612903225806452
6928,51.99,16,1,41,9,0,46.33098110317122,15.298142717497557
6929,53.39,17,1,41,9,0,50.63744399790388,15.253968253968253
6930,57.42,18,1,41,9,0,61.35022602524793,4.411519893457631
6931,67.54,19,1,41,9,0,76.6321938853213,-16.448275862068975
6932,63.5,20,1,41,9,0,64.42847313457804,-8.509911141490083
6933,49.95,21,1,41,9,0,39.26305089949903,4.529816513761463
6934,40.72,22,1,41,9,0,29.760996658044164,21.6772456241585
6935,34.06,23,1,41,9,0,24.605019841046186,36.205281887994
6936,30.15,0,2,41,9,0,21.92857844785638,47.49216300940439
6937,24.91,1,2,41,9,0,18.663696660194574,63.1181522061001
6938,21.99,2,2,41,9,0,16.973769120144667,65.3700787401575
6939,20.07,3,2,41,9,0,15.841945983062942,59.81981981981982
6940,20.6,4,2,41,9,0,17.660656442260844,49.41060903732809
6941,27.2,5,2,41,9,0,37.76017148673575,20.140927774515568
6942,39.0,6,2,41,9,0,59.15265900939525,-29.353233830845777
6943,69.21,7,2,41,9,0,80.13212155578697,-177.84022480931353
6944,62.91,8,2,41,9,0,71.00580566342401,-186.08458390177356
6945,65.14,9,2,41,9,0,72.34371962256105,-224.5640259093174
6946,65.93,10,2,41,9,0,72.87580037112835,-220.04854368932038
6947,68.48,11,2,41,9,0,74.7569362858528,-151.76470588235296
6948,62.08,12,2,41,9,0,61.8401415627555,-59.179487179487175
6949,62.05,13,2,41,9,0,61.7800969048276,10.345325819968208
6950,60.51,14,2,41,9,0,58.2934772489983,3.814973772055315
6951,56.06,15,2,41,9,0,48.75285724538854,13.939207859993857
6952,58.94,16,2,41,9,0,54.532150983588515,10.602153799484313
6953,55.74,17,2,41,9,0,47.40425755961994,18.603971962616825
6954,69.19,18,2,41,9,0,68.30184368736627,-11.452963917525773
6955,74.01,19,2,41,9,0,72.92755944464074,-19.274778404512503
6956,68.46,20,2,41,9,0,60.69013005452568,-13.138324243926617
6957,53.75,21,2,41,9,0,39.57098555790498,4.120585087406354
6958,37.1,22,2,41,9,0,26.870569752606684,37.05463182897862
6959,33.0,23,2,41,9,0,24.542917366352825,40.79655543595264
6960,33.74,0,3,41,9,0,25.93254291876842,51.235727706315934
6961,27.81,1,3,41,9,0,22.031001354558896,62.42399675719498
6962,26.04,2,3,41,9,0,20.904502417422776,61.963190184049076
6963,24.79,3,3,41,9,0,20.036278775799516,53.87906976744187
6964,25.66,4,3,41,9,0,22.717086968593165,30.8355795148248
6965,30.09,5,3,41,9,0,35.85688053848331,8.818181818181818
6966,49.95,6,3,41,9,0,66.49902919370527,-48.0438648488441
6967,68.31,7,3,41,9,0,78.10338085737236,-145.63106796116506
6968,69.55,8,3,41,9,0,78.7013058682096,-167.08909370199692
6969,68.0,9,3,41,9,0,75.6045371347896,-174.30415490116985
6970,68.0,10,3,41,9,0,75.6045371347896,-165.00389711613408
6971,67.55,11,3,41,9,0,74.38095842208786,-124.4931871053506
6972,64.75,12,3,41,9,0,66.36179700987987,-29.629629629629623
6973,64.13,13,3,41,9,0,64.5136616288126,6.119162640901781
6974,66.1,14,3,41,9,0,67.92012762505284,4.960460100647021
6975,65.65,15,3,41,9,0,66.17876561814325,3.455882352941168
6976,66.98,16,3,41,9,0,68.99781835981632,1.4999999999999942
6977,66.01,17,3,41,9,0,64.3067511471323,2.2797927461139778
6978,69.0,18,3,41,9,0,71.47934832724901,-6.563706563706563
6979,80.09,19,3,41,9,0,84.94476020896913,-24.88694838609077
6980,72.0,20,3,41,9,0,60.10412495721482,-8.925869894099858
6981,56.31,21,3,41,9,0,35.763831457017204,14.22696115765423
6982,42.6,22,3,41,9,0,25.103829819691654,36.398925052254405
6983,37.42,23,3,41,9,0,22.115166482758255,43.31161945159824
6984,37.53,0,4,41,9,0,22.350735695517884,45.608695652173914
6985,32.0,1,4,41,9,0,18.90181750653396,60.04494943188913
6986,29.25,2,4,41,9,0,17.308039746784445,59.375
6987,28.02,3,4,41,9,0,16.558658188269234,50.23974427277571
6988,28.01,4,4,41,9,0,16.551666646073386,34.24882629107981
6989,34.83,5,4,41,9,0,37.982084072905785,6.921432389096749
6990,53.0,6,4,41,9,0,65.94369853689935,-41.220357047695174
6991,81.0,7,4,41,9,0,81.42793160805596,-153.125
6992,93.0,8,4,41,9,0,84.9476044772473,-217.94871794871793
6993,99.99,9,4,41,9,0,86.70835539146361,-256.8522483940043
6994,99.99,10,4,41,9,0,86.70835539146361,-256.9796501249553
6995,91.8,11,4,41,9,0,72.41621315218671,-163.56589147286823
6996,83.91,12,4,41,9,0,60.8258080522529,-58.32075471698113
6997,75.07,13,4,41,9,0,50.054622589740724,7.320987654320995
6998,72.98,14,4,41,9,0,47.660168800263726,21.5268817204301
6999,70.12,15,4,41,9,0,44.18898738800061,29.872987298729864
7000,63.1,16,4,41,9,0,36.38381802348631,36.89368936893689
7001,64.18,17,4,41,9,0,38.39276237672656,30.087145969498902
7002,74.97,18,4,41,9,0,55.31169961308102,10.654272434751517
7003,87.25,19,4,41,9,0,67.50081077898903,-16.224856800319714
7004,71.97,20,4,41,9,0,47.96572102455912,1.3839408057001987
7005,61.9,21,4,41,9,0,39.03229791374618,11.722760981175135
7006,48.57,22,4,41,9,0,30.121043151739073,23.026941362916006
7007,44.07,23,4,41,9,0,27.5710895448032,31.33374883141166
7008,49.99,0,5,41,9,1,36.10970756824761,33.31999466453247
7009,46.0,1,5,41,9,1,32.9664481417193,47.277936962750715
7010,40.01,2,5,41,9,1,28.497563375013343,44.40739196887592
7011,31.94,3,5,41,9,1,23.37481389094104,48.40064620355412
7012,28.92,4,5,41,9,1,21.628819438574297,40.457072266831375
7013,32.77,5,5,41,9,1,29.665855877177208,25.64102564102563
7014,40.52,6,5,41,9,1,43.62988351618652,18.94378875775155
7015,56.0,7,5,41,9,1,61.80568918146753,-21.73913043478261
7016,65.05,8,5,41,9,1,68.85162922037169,-62.584353911522115
7017,70.5,9,5,41,9,1,72.51562749276381,-120.72636192861617
7018,73.0,10,5,41,9,1,74.18703579865874,-152.4204702627939
7019,74.43,11,5,41,9,1,75.22134807592914,-127.12847116264876
7020,71.87,12,5,41,9,1,69.25953258878793,-77.36920039486674
7021,63.2,13,5,41,9,1,52.385793679691034,-12.857142857142861
7022,57.48,14,5,41,9,1,43.9153477899525,11.637202152190623
7023,49.95,15,5,41,9,1,34.980306754248474,29.148936170212764
7024,42.5,16,5,41,9,1,28.174507931872128,41.78082191780822
7025,59.91,17,5,41,9,1,53.529239534454454,19.50826279725918
7026,69.95,18,5,41,9,1,62.652636031845915,2.6714901906219586
7027,85.53,19,5,41,9,1,72.65107191197984,-35.33227848101265
7028,70.01,20,5,41,9,1,55.03784155855064,-21.79888656924149
7029,53.87,21,5,41,9,1,42.25407916905923,-7.847847847847837
7030,54.13,22,5,41,9,1,42.51220058829854,-27.364705882352947
7031,50.12,23,5,41,9,1,39.26395368773802,16.34117843431814
7032,53.0,0,6,41,9,1,43.01640164667178,24.231593995711226
7033,45.0,1,6,41,9,1,35.67034580651266,47.3868817958611
7034,39.01,2,6,41,9,1,30.92518878994936,44.27938865876304
7035,36.0,3,6,41,9,1,28.628692729826057,33.17245219974011
7036,32.1,4,6,41,9,1,25.6653621706495,40.69831886199889
7037,30.6,5,6,41,9,1,24.495144925873674,38.94652833200319
7038,30.0,6,6,41,9,1,23.970533158489587,43.39622641509434
7039,34.0,7,6,41,9,1,35.091653656815865,24.444444444444443
7040,38.0,8,6,41,9,1,44.783693676636496,2.589079723147906
7041,45.0,9,6,41,9,1,57.96468917550925,-25.0
7042,46.16,10,6,41,9,1,59.86968749713908,-43.80062305295949
7043,53.0,11,6,41,9,1,69.61369458975246,-73.20261437908496
7044,50.0,12,6,41,9,1,61.725524964626125,-66.66666666666666
7045,43.0,13,6,41,9,1,46.858398642773004,-26.47058823529412
7046,39.56,14,6,41,9,1,41.030515190524945,-4.105263157894743
7047,34.0,15,6,41,9,1,33.056487862283205,24.444444444444443
7048,29.9,16,6,41,9,1,28.20583665423875,35.225303292894274
7049,37.37,17,6,41,9,1,45.64424555931175,29.490566037735853
7050,69.01,18,6,41,9,1,75.67504466588377,-38.02000000000001
7051,91.0,19,6,41,9,1,83.34794065730907,-111.62790697674419
7052,75.06,20,6,41,9,1,65.40276536113808,-89.73710819009099
7053,70.02,21,6,41,9,1,60.46342407992545,-105.94117647058823
7054,66.44,22,6,41,9,1,56.80658902187226,-122.20735785953178
7055,43.0,23,6,41,9,1,38.50794799792929,-15.065560610115073
7056,29.5,0,0,42,9,0,31.496075970208494,57.252572091001305
7057,26.6,1,0,42,9,0,30.083979510252846,70.76923076923077
7058,17.33,2,0,42,9,0,25.66942366470394,76.91180389022117
7059,17.38,3,0,42,9,0,25.739954407671547,75.17852042273636
7060,20.8,4,0,42,9,0,31.105717430111767,68.69355809753162
7061,32.5,5,0,42,9,0,46.86672181999869,24.418604651162788
7062,58.03,6,0,42,9,0,66.77150865034544,-96.71186440677967
7063,88.9,7,0,42,9,0,78.47300479997668,-234.21052631578948
7064,107.0,8,0,42,9,0,82.7476669455738,-517.4264281592615
7065,127.21,9,0,42,9,0,86.37326184239272,-631.9332566168009
7066,100.0,10,0,42,9,0,64.48039607994997,-380.7692307692308
7067,125.46,11,0,42,9,0,72.34967074697731,-286.03076923076924
7068,90.07,12,0,42,9,0,52.82743596724714,-55.2128209546786
7069,85.13,13,0,42,9,0,50.542986756638605,4.24071991001126
7070,85.02,14,0,42,9,0,50.484651874756224,20.54205607476636
7071,85.74,15,0,42,9,0,50.92949715414384,32.59963839320808
7072,80.0,16,0,42,9,0,46.898702967472985,20.0
7073,73.81,17,0,42,9,0,42.5416251682503,41.168499920293314
7074,93.99,18,0,42,9,0,57.858139632737874,-4.35217053402909
7075,198.69,19,0,42,9,0,84.15503907377848,-133.3959826148244
7076,96.98,20,0,42,9,0,48.71700404285673,-14.067278287461784
7077,79.09,21,0,42,9,0,44.74035835558008,7.756006531373911
7078,74.59,22,0,42,9,0,43.664516588186466,6.762499999999997
7079,66.1,23,0,42,9,0,41.410112440396425,10.445739059748012
7080,43.07,0,1,42,9,0,35.45196878250357,54.17597616767741
7081,39.93,1,1,42,9,0,34.63659506378258,79.90336705420505
7082,36.0,2,1,42,9,0,33.48009108799759,62.87894411218809
7083,32.52,3,1,42,9,0,32.33292864224482,58.88228600328739
7084,33.02,4,1,42,9,0,32.730330225035615,55.73133127765115
7085,44.03,5,1,42,9,0,41.76720759079145,33.38880484114976
7086,69.09,6,1,42,9,0,57.3986077015415,-60.41328070582773
7087,105.96,7,1,42,9,0,71.09650575992083,-165.36438767843725
7088,117.16,8,1,42,9,0,74.12880937655119,-225.44444444444443
7089,135.25,9,1,42,9,0,78.5005256368471,-315.8979089790897
7090,145.63,10,1,42,9,0,80.74132045035005,-341.03573591762563
7091,161.6,11,1,42,9,0,83.84915749673783,-267.0224846695435
7092,110.4,12,1,42,9,0,51.731991294984574,-59.79157620495007
7093,107.22,13,1,42,9,0,50.296133208088364,-1.189127972819937
7094,95.23,14,1,42,9,0,44.684577395184256,18.717992488904056
7095,103.34,15,1,42,9,0,49.27791827009461,23.593345656192234
7096,118.94,16,1,42,9,0,57.436343868267855,18.327267733296708
7097,109.76,17,1,42,9,0,51.57802114343678,32.07920792079207
7098,149.51,18,1,42,9,0,68.35130282465039,-35.42572463768114
7099,176.75,19,1,42,9,0,75.36792034079879,-64.84797612385749
