,prices,hour,day,week,month,weekend,lstm
0,24.31,0,0,0,0,0,0
1,24.31,1,0,0,0,0,0
2,21.71,2,0,0,0,0,0
3,8.42,3,0,0,0,0,0
4,0.01,4,0,0,0,0,0
5,0.01,5,0,0,0,0,0
6,0.02,6,0,0,0,0,0
7,0.01,7,0,0,0,0,0
8,0.01,8,0,0,0,0,0
9,6.31,9,0,0,0,0,0
10,7.81,10,0,0,0,0,0
11,9.31,11,0,0,0,0,0
12,21.7,12,0,0,0,0,0
13,14.01,13,0,0,0,0,0
14,15.0,14,0,0,0,0,0
15,10.0,15,0,0,0,0,0
16,8.17,16,0,0,0,0,0
17,27.77,17,0,0,0,0,0
18,37.99,18,0,0,0,0,0
19,33.11,19,0,0,0,0,0
20,37.99,20,0,0,0,0,0
21,33.0,21,0,0,0,0,0
22,36.48,22,0,0,0,0,0
23,30.65,23,0,0,0,0,0
24,16.01,0,1,0,0,0,0
25,11.0,1,1,0,0,0,0
26,9.01,2,1,0,0,0,0
27,7.5,3,1,0,0,0,0
28,9.0,4,1,0,0,0,0
29,7.45,5,1,0,0,0,0
30,16.5,6,1,0,0,0,0
31,28.01,7,1,0,0,0,0
32,29.96,8,1,0,0,0,-1
33,39.6,9,1,0,0,0,-1
34,48.15,10,1,0,0,0,-1
35,49.93,11,1,0,0,0,-1
36,49.0,12,1,0,0,0,-1
37,46.01,13,1,0,0,0,0
38,37.57,14,1,0,0,0,0
39,36.45,15,1,0,0,0,0
40,37.99,16,1,0,0,0,0
41,53.0,17,1,0,0,0,0
42,59.69,18,1,0,0,0,-1
43,50.09,19,1,0,0,0,-1
44,50.0,20,1,0,0,0,-1
45,36.22,21,1,0,0,0,-1
46,31.09,22,1,0,0,0,0
47,29.84,23,1,0,0,0,0
48,28.0,0,2,0,0,0,0
49,24.5,1,2,0,0,0,0
50,24.15,2,2,0,0,0,0
51,18.99,3,2,0,0,0,0
52,15.5,4,2,0,0,0,0
53,23.11,5,2,0,0,0,0
54,29.01,6,2,0,0,0,0
55,39.73,7,2,0,0,0,0
56,43.81,8,2,0,0,0,-1
57,49.09,9,2,0,0,0,-1
58,51.0,10,2,0,0,0,-1
59,53.04,11,2,0,0,0,-1
60,49.99,12,2,0,0,0,-1
61,47.0,13,2,0,0,0,0
62,43.21,14,2,0,0,0,0
63,43.99,15,2,0,0,0,0
64,48.0,16,2,0,0,0,0
65,57.0,17,2,0,0,0,-1
66,60.99,18,2,0,0,0,-1
67,55.51,19,2,0,0,0,-1
68,51.77,20,2,0,0,0,-1
69,34.51,21,2,0,0,0,0
70,39.31,22,2,0,0,0,0
71,38.05,23,2,0,0,0,0
72,31.01,0,3,0,0,0,0
73,28.69,1,3,0,0,0,0
74,27.0,2,3,0,0,0,1
75,24.2,3,3,0,0,0,1
76,12.02,4,3,0,0,0,1
77,27.0,5,3,0,0,0,1
78,28.0,6,3,0,0,0,0
79,34.85,7,3,0,0,0,0
80,41.31,8,3,0,0,0,0
81,42.03,9,3,0,0,0,0
82,46.0,10,3,0,0,0,0
83,45.96,11,3,0,0,0,0
84,45.6,12,3,0,0,0,0
85,42.35,13,3,0,0,0,0
86,40.01,14,3,0,0,0,0
87,38.0,15,3,0,0,0,0
88,42.66,16,3,0,0,0,0
89,53.0,17,3,0,0,0,0
90,58.99,18,3,0,0,0,-1
91,53.5,19,3,0,0,0,-1
92,44.01,20,3,0,0,0,-1
93,35.0,21,3,0,0,0,0
94,34.46,22,3,0,0,0,0
95,31.57,23,3,0,0,0,0
96,22.0,0,4,0,0,0,0
97,19.5,1,4,0,0,0,1
98,17.55,2,4,0,0,0,1
99,15.91,3,4,0,0,0,1
100,11.4,4,4,0,0,0,1
101,22.65,5,4,0,0,0,1
102,27.3,6,4,0,0,0,0
103,34.0,7,4,0,0,0,0
104,40.01,8,4,0,0,0,0
105,45.0,9,4,0,0,0,0
106,50.34,10,4,0,0,0,0
107,49.84,11,4,0,0,0,0
108,48.81,12,4,0,0,0,0
109,47.94,13,4,0,0,0,0
110,40.06,14,4,0,0,0,0
111,38.0,15,4,0,0,0,0
112,38.61,16,4,0,0,0,0
113,49.84,17,4,0,0,0,0
114,53.0,18,4,0,0,0,-1
115,45.91,19,4,0,0,0,-1
116,36.74,20,4,0,0,0,-1
117,29.61,21,4,0,0,0,0
118,30.61,22,4,0,0,0,0
119,27.51,23,4,0,0,0,0
120,25.0,0,5,0,0,1,0
121,22.99,1,5,0,0,1,0
122,20.99,2,5,0,0,1,1
123,18.0,3,5,0,0,1,1
124,16.95,4,5,0,0,1,1
125,20.01,5,5,0,0,1,0
126,20.0,6,5,0,0,1,0
127,25.57,7,5,0,0,1,0
128,27.69,8,5,0,0,1,0
129,29.61,9,5,0,0,1,0
130,31.99,10,5,0,0,1,0
131,33.07,11,5,0,0,1,0
132,35.99,12,5,0,0,1,0
133,33.11,13,5,0,0,1,0
134,31.3,14,5,0,0,1,0
135,29.29,15,5,0,0,1,0
136,30.19,16,5,0,0,1,0
137,42.05,17,5,0,0,1,0
138,50.0,18,5,0,0,1,0
139,48.3,19,5,0,0,1,0
140,34.49,20,5,0,0,1,0
141,28.99,21,5,0,0,1,0
142,30.0,22,5,0,0,1,0
143,26.75,23,5,0,0,1,0
144,22.0,0,6,0,0,1,0
145,18.29,1,6,0,0,1,1
146,16.59,2,6,0,0,1,1
147,9.17,3,6,0,0,1,1
148,8.0,4,6,0,0,1,1
149,8.19,5,6,0,0,1,1
150,9.01,6,6,0,0,1,0
151,9.06,7,6,0,0,1,0
152,12.59,8,6,0,0,1,0
153,16.1,9,6,0,0,1,0
154,23.0,10,6,0,0,1,0
155,28.27,11,6,0,0,1,0
156,26.91,12,6,0,0,1,0
157,23.99,13,6,0,0,1,0
158,20.99,14,6,0,0,1,0
159,22.59,15,6,0,0,1,0
160,22.6,16,6,0,0,1,0
161,33.49,17,6,0,0,1,0
162,34.99,18,6,0,0,1,0
163,35.99,19,6,0,0,1,0
164,35.69,20,6,0,0,1,0
165,29.39,21,6,0,0,1,0
166,31.29,22,6,0,0,1,0
167,23.0,23,6,0,0,1,0
168,13.0,0,0,1,0,0,0
169,13.0,1,0,1,0,0,1
170,10.0,2,0,1,0,0,1
171,3.4,3,0,1,0,0,1
172,10.0,4,0,1,0,0,1
173,13.0,5,0,1,0,0,1
174,24.01,6,0,1,0,0,0
175,43.9,7,0,1,0,0,0
176,45.7,8,0,1,0,0,-1
177,43.0,9,0,1,0,0,-1
178,43.0,10,0,1,0,0,-1
179,46.0,11,0,1,0,0,-1
180,46.01,12,0,1,0,0,0
181,46.01,13,0,1,0,0,0
182,40.07,14,0,1,0,0,0
183,38.97,15,0,1,0,0,0
184,46.01,16,0,1,0,0,0
185,52.01,17,0,1,0,0,-1
186,54.0,18,0,1,0,0,-1
187,50.17,19,0,1,0,0,-1
188,45.0,20,0,1,0,0,-1
189,30.56,21,0,1,0,0,0
190,30.01,22,0,1,0,0,0
191,28.01,23,0,1,0,0,0
192,18.51,0,1,1,0,0,0
193,16.81,1,1,1,0,0,1
194,13.01,2,1,1,0,0,1
195,10.01,3,1,1,0,0,1
196,8.17,4,1,1,0,0,1
197,16.0,5,1,1,0,0,0
198,26.0,6,1,1,0,0,0
199,36.54,7,1,1,0,0,0
200,40.0,8,1,1,0,0,-1
201,39.33,9,1,1,0,0,-1
202,40.69,10,1,1,0,0,-1
203,42.0,11,1,1,0,0,0
204,39.28,12,1,1,0,0,0
205,37.86,13,1,1,0,0,0
206,36.0,14,1,1,0,0,0
207,32.31,15,1,1,0,0,0
208,38.76,16,1,1,0,0,0
209,47.82,17,1,1,0,0,0
210,54.14,18,1,1,0,0,-1
211,48.1,19,1,1,0,0,-1
212,44.95,20,1,1,0,0,-1
213,30.0,21,1,1,0,0,0
214,27.5,22,1,1,0,0,0
215,23.13,23,1,1,0,0,0
216,12.43,0,2,1,0,0,0
217,15.09,1,2,1,0,0,1
218,13.04,2,2,1,0,0,1
219,12.01,3,2,1,0,0,1
220,11.26,4,2,1,0,0,1
221,16.0,5,2,1,0,0,0
222,21.01,6,2,1,0,0,0
223,36.0,7,2,1,0,0,0
224,35.87,8,2,1,0,0,-1
225,37.21,9,2,1,0,0,-1
226,37.1,10,2,1,0,0,-1
227,37.05,11,2,1,0,0,0
228,37.48,12,2,1,0,0,0
229,36.11,13,2,1,0,0,0
230,36.01,14,2,1,0,0,0
231,34.21,15,2,1,0,0,0
232,38.06,16,2,1,0,0,0
233,46.0,17,2,1,0,0,-1
234,50.0,18,2,1,0,0,-1
235,42.54,19,2,1,0,0,-1
236,38.07,20,2,1,0,0,-1
237,30.5,21,2,1,0,0,0
238,28.0,22,2,1,0,0,0
239,27.18,23,2,1,0,0,0
240,15.4,0,3,1,0,0,0
241,16.71,1,3,1,0,0,1
242,14.8,2,3,1,0,0,1
243,9.5,3,3,1,0,0,1
244,8.18,4,3,1,0,0,1
245,15.5,5,3,1,0,0,0
246,22.91,6,3,1,0,0,0
247,35.99,7,3,1,0,0,0
248,39.93,8,3,1,0,0,-1
249,39.44,9,3,1,0,0,-1
250,38.0,10,3,1,0,0,-1
251,38.0,11,3,1,0,0,-1
252,37.05,12,3,1,0,0,0
253,35.69,13,3,1,0,0,0
254,35.59,14,3,1,0,0,0
255,33.1,15,3,1,0,0,0
256,37.62,16,3,1,0,0,0
257,45.48,17,3,1,0,0,-1
258,49.43,18,3,1,0,0,-1
259,42.06,19,3,1,0,0,-1
260,37.64,20,3,1,0,0,-1
261,29.71,21,3,1,0,0,0
262,25.93,22,3,1,0,0,0
263,23.17,23,3,1,0,0,0
264,14.59,0,4,1,0,0,0
265,17.99,1,4,1,0,0,1
266,15.0,2,4,1,0,0,1
267,12.01,3,4,1,0,0,1
268,9.07,4,4,1,0,0,0
269,18.8,5,4,1,0,0,0
270,23.0,6,4,1,0,0,0
271,33.0,7,4,1,0,0,0
272,36.2,8,4,1,0,0,-1
273,34.5,9,4,1,0,0,-1
274,34.99,10,4,1,0,0,-1
275,34.8,11,4,1,0,0,0
276,34.0,12,4,1,0,0,0
277,34.49,13,4,1,0,0,0
278,31.99,14,4,1,0,0,0
279,29.9,15,4,1,0,0,0
280,29.5,16,4,1,0,0,0
281,35.3,17,4,1,0,0,0
282,38.0,18,4,1,0,0,0
283,38.5,19,4,1,0,0,0
284,32.0,20,4,1,0,0,0
285,24.99,21,4,1,0,0,0
286,26.99,22,4,1,0,0,0
287,23.43,23,4,1,0,0,0
288,23.0,0,5,1,0,1,1
289,21.0,1,5,1,0,1,1
290,16.0,2,5,1,0,1,1
291,11.6,3,5,1,0,1,0
292,1.04,4,5,1,0,1,0
293,10.01,5,5,1,0,1,0
294,13.0,6,5,1,0,1,0
295,16.01,7,5,1,0,1,0
296,24.41,8,5,1,0,1,0
297,32.0,9,5,1,0,1,0
298,31.99,10,5,1,0,1,0
299,31.99,11,5,1,0,1,0
300,35.0,12,5,1,0,1,0
301,32.99,13,5,1,0,1,0
302,24.22,14,5,1,0,1,0
303,24.42,15,5,1,0,1,0
304,23.77,16,5,1,0,1,0
305,31.99,17,5,1,0,1,0
306,36.99,18,5,1,0,1,0
307,36.66,19,5,1,0,1,0
308,29.56,20,5,1,0,1,0
309,22.01,21,5,1,0,1,0
310,24.01,22,5,1,0,1,0
311,23.7,23,5,1,0,1,0
312,16.0,0,6,1,0,1,0
313,15.01,1,6,1,0,1,0
314,13.01,2,6,1,0,1,1
315,0.01,3,6,1,0,1,1
316,11.01,4,6,1,0,1,1
317,11.01,5,6,1,0,1,1
318,9.01,6,6,1,0,1,0
319,12.01,7,6,1,0,1,0
320,10.61,8,6,1,0,1,0
321,19.91,9,6,1,0,1,0
322,27.99,10,6,1,0,1,0
323,28.99,11,6,1,0,1,0
324,31.0,12,6,1,0,1,0
325,26.0,13,6,1,0,1,0
326,22.66,14,6,1,0,1,0
327,12.28,15,6,1,0,1,0
328,17.91,16,6,1,0,1,0
329,27.0,17,6,1,0,1,0
330,35.0,18,6,1,0,1,0
331,37.0,19,6,1,0,1,-1
332,35.0,20,6,1,0,1,-1
333,29.0,21,6,1,0,1,-1
334,31.0,22,6,1,0,1,0
335,24.0,23,6,1,0,1,0
336,23.07,0,0,2,0,0,0
337,22.42,1,0,2,0,0,0
338,21.84,2,0,2,0,0,0
339,17.4,3,0,2,0,0,0
340,21.0,4,0,2,0,0,0
341,24.0,5,0,2,0,0,0
342,27.0,6,0,2,0,0,0
343,43.99,7,0,2,0,0,0
344,39.9,8,0,2,0,0,-1
345,44.29,9,0,2,0,0,-1
346,43.59,10,0,2,0,0,-1
347,44.19,11,0,2,0,0,-1
348,39.99,12,0,2,0,0,-1
349,39.99,13,0,2,0,0,0
350,37.0,14,0,2,0,0,0
351,33.57,15,0,2,0,0,0
352,39.89,16,0,2,0,0,0
353,49.0,17,0,2,0,0,-1
354,62.46,18,0,2,0,0,-1
355,47.5,19,0,2,0,0,-1
356,40.6,20,0,2,0,0,-1
357,28.0,21,0,2,0,0,-1
358,27.01,22,0,2,0,0,0
359,25.67,23,0,2,0,0,0
360,26.28,0,1,2,0,0,0
361,22.0,1,1,2,0,0,0
362,20.51,2,1,2,0,0,1
363,20.0,3,1,2,0,0,1
364,17.1,4,1,2,0,0,1
365,24.81,5,1,2,0,0,0
366,28.06,6,1,2,0,0,0
367,45.0,7,1,2,0,0,0
368,48.0,8,1,2,0,0,-1
369,46.4,9,1,2,0,0,-1
370,47.3,10,1,2,0,0,-1
371,48.11,11,1,2,0,0,-1
372,47.54,12,1,2,0,0,0
373,45.2,13,1,2,0,0,0
374,43.64,14,1,2,0,0,0
375,41.84,15,1,2,0,0,0
376,45.59,16,1,2,0,0,0
377,55.1,17,1,2,0,0,-1
378,62.62,18,1,2,0,0,-1
379,52.99,19,1,2,0,0,-1
380,43.0,20,1,2,0,0,-1
381,32.25,21,1,2,0,0,0
382,30.23,22,1,2,0,0,0
383,25.45,23,1,2,0,0,0
384,20.0,0,2,2,0,0,0
385,19.0,1,2,2,0,0,1
386,18.0,2,2,2,0,0,1
387,13.68,3,2,2,0,0,1
388,11.01,4,2,2,0,0,1
389,16.01,5,2,2,0,0,0
390,22.01,6,2,2,0,0,0
391,35.99,7,2,2,0,0,0
392,39.96,8,2,2,0,0,0
393,35.99,9,2,2,0,0,0
394,34.98,10,2,2,0,0,0
395,41.63,11,2,2,0,0,0
396,35.14,12,2,2,0,0,0
397,35.0,13,2,2,0,0,0
398,32.0,14,2,2,0,0,0
399,30.0,15,2,2,0,0,0
400,34.96,16,2,2,0,0,0
401,75.0,17,2,2,0,0,0
402,60.0,18,2,2,0,0,0
403,39.9,19,2,2,0,0,0
404,31.99,20,2,2,0,0,0
405,27.99,21,2,2,0,0,0
406,26.0,22,2,2,0,0,0
407,22.01,23,2,2,0,0,0
408,21.14,0,3,2,0,0,1
409,18.0,1,3,2,0,0,1
410,15.06,2,3,2,0,0,1
411,14.25,3,3,2,0,0,0
412,12.51,4,3,2,0,0,0
413,22.5,5,3,2,0,0,0
414,25.5,6,3,2,0,0,0
415,35.99,7,3,2,0,0,0
416,39.96,8,3,2,0,0,0
417,60.0,9,3,2,0,0,0
418,80.0,10,3,2,0,0,-1
419,124.0,11,3,2,0,0,-1
420,49.99,12,3,2,0,0,-1
421,75.0,13,3,2,0,0,0
422,60.0,14,3,2,0,0,1
423,43.01,15,3,2,0,0,1
424,50.06,16,3,2,0,0,1
425,129.44,17,3,2,0,0,1
426,49.99,18,3,2,0,0,0
427,35.99,19,3,2,0,0,0
428,32.99,20,3,2,0,0,0
429,25.49,21,3,2,0,0,0
430,24.01,22,3,2,0,0,0
431,19.0,23,3,2,0,0,0
432,15.21,0,4,2,0,0,0
433,12.15,1,4,2,0,0,0
434,12.01,2,4,2,0,0,0
435,10.31,3,4,2,0,0,0
436,9.72,4,4,2,0,0,0
437,17.49,5,4,2,0,0,0
438,29.29,6,4,2,0,0,0
439,40.0,7,4,2,0,0,0
440,36.0,8,4,2,0,0,0
441,34.8,9,4,2,0,0,0
442,34.8,10,4,2,0,0,0
443,34.8,11,4,2,0,0,0
444,34.69,12,4,2,0,0,0
445,32.19,13,4,2,0,0,0
446,29.99,14,4,2,0,0,0
447,28.0,15,4,2,0,0,0
448,32.02,16,4,2,0,0,0
449,46.0,17,4,2,0,0,0
450,46.79,18,4,2,0,0,0
451,32.3,19,4,2,0,0,0
452,29.0,20,4,2,0,0,0
453,22.0,21,4,2,0,0,0
454,21.25,22,4,2,0,0,0
455,16.3,23,4,2,0,0,0
456,14.0,0,5,2,0,1,1
457,13.11,1,5,2,0,1,1
458,12.01,2,5,2,0,1,1
459,11.01,3,5,2,0,1,1
460,8.0,4,5,2,0,1,0
461,11.8,5,5,2,0,1,0
462,10.01,6,5,2,0,1,0
463,15.59,7,5,2,0,1,0
464,24.59,8,5,2,0,1,0
465,27.39,9,5,2,0,1,0
466,31.49,10,5,2,0,1,0
467,32.39,11,5,2,0,1,0
468,33.09,12,5,2,0,1,0
469,31.29,13,5,2,0,1,0
470,28.0,14,5,2,0,1,0
471,24.19,15,5,2,0,1,0
472,9.17,16,5,2,0,1,0
473,32.39,17,5,2,0,1,0
474,35.79,18,5,2,0,1,0
475,34.39,19,5,2,0,1,0
476,32.69,20,5,2,0,1,0
477,25.99,21,5,2,0,1,0
478,25.0,22,5,2,0,1,0
479,19.0,23,5,2,0,1,0
480,8.01,0,6,2,0,1,0
481,8.31,1,6,2,0,1,1
482,7.21,2,6,2,0,1,1
483,0.01,3,6,2,0,1,1
484,5.11,4,6,2,0,1,1
485,8.31,5,6,2,0,1,1
486,2.01,6,6,2,0,1,0
487,5.31,7,6,2,0,1,0
488,7.31,8,6,2,0,1,0
489,8.68,9,6,2,0,1,0
490,9.31,10,6,2,0,1,0
491,20.09,11,6,2,0,1,0
492,21.79,12,6,2,0,1,0
493,18.89,13,6,2,0,1,0
494,9.18,14,6,2,0,1,0
495,9.17,15,6,2,0,1,0
496,8.31,16,6,2,0,1,0
497,24.99,17,6,2,0,1,0
498,26.01,18,6,2,0,1,-1
499,29.0,19,6,2,0,1,-1
500,27.99,20,6,2,0,1,-1
501,26.0,21,6,2,0,1,-1
502,23.3,22,6,2,0,1,0
503,18.89,23,6,2,0,1,0
504,16.69,0,0,3,0,0,0
505,16.09,1,0,3,0,0,0
506,16.59,2,0,3,0,0,0
507,9.18,3,0,3,0,0,0
508,10.81,4,0,3,0,0,0
509,20.74,5,0,3,0,0,0
510,24.6,6,0,3,0,0,0
511,56.45,7,0,3,0,0,0
512,51.0,8,0,3,0,0,-1
513,52.7,9,0,3,0,0,-1
514,53.0,10,0,3,0,0,-1
515,50.5,11,0,3,0,0,0
516,49.93,12,0,3,0,0,0
517,49.99,13,0,3,0,0,0
518,47.27,14,0,3,0,0,0
519,44.41,15,0,3,0,0,0
520,47.95,16,0,3,0,0,0
521,54.2,17,0,3,0,0,0
522,67.12,18,0,3,0,0,-1
523,51.41,19,0,3,0,0,-1
524,57.17,20,0,3,0,0,-1
525,42.65,21,0,3,0,0,0
526,40.0,22,0,3,0,0,0
527,38.66,23,0,3,0,0,0
528,30.81,0,1,3,0,0,0
529,26.27,1,1,3,0,0,0
530,25.0,2,1,3,0,0,0
531,24.5,3,1,3,0,0,0
532,23.64,4,1,3,0,0,0
533,27.1,5,1,3,0,0,0
534,35.28,6,1,3,0,0,0
535,57.0,7,1,3,0,0,0
536,61.44,8,1,3,0,0,-1
537,63.18,9,1,3,0,0,-1
538,65.5,10,1,3,0,0,-1
539,67.54,11,1,3,0,0,-1
540,61.95,12,1,3,0,0,-1
541,58.4,13,1,3,0,0,0
542,55.66,14,1,3,0,0,0
543,54.15,15,1,3,0,0,0
544,71.01,16,1,3,0,0,0
545,99.99,17,1,3,0,0,-1
546,115.54,18,1,3,0,0,-1
547,83.93,19,1,3,0,0,-1
548,54.28,20,1,3,0,0,0
549,42.38,21,1,3,0,0,0
550,43.0,22,1,3,0,0,0
551,38.0,23,1,3,0,0,0
552,35.0,0,2,3,0,0,0
553,33.67,1,2,3,0,0,1
554,30.0,2,2,3,0,0,1
555,29.14,3,2,3,0,0,1
556,26.99,4,2,3,0,0,0
557,32.01,5,2,3,0,0,0
558,38.0,6,2,3,0,0,0
559,65.2,7,2,3,0,0,0
560,65.0,8,2,3,0,0,-1
561,65.0,9,2,3,0,0,-1
562,66.01,10,2,3,0,0,-1
563,66.01,11,2,3,0,0,0
564,62.0,12,2,3,0,0,0
565,59.76,13,2,3,0,0,0
566,58.0,14,2,3,0,0,0
567,54.0,15,2,3,0,0,0
568,78.0,16,2,3,0,0,-1
569,99.48,17,2,3,0,0,-1
570,111.2,18,2,3,0,0,-1
571,83.25,19,2,3,0,0,-1
572,57.07,20,2,3,0,0,0
573,47.04,21,2,3,0,0,0
574,46.01,22,2,3,0,0,0
575,43.0,23,2,3,0,0,0
576,32.86,0,3,3,0,0,0
577,30.5,1,3,3,0,0,1
578,29.57,2,3,3,0,0,1
579,26.89,3,3,3,0,0,1
580,26.8,4,3,3,0,0,1
581,30.0,5,3,3,0,0,0
582,38.01,6,3,3,0,0,0
583,57.18,7,3,3,0,0,0
584,62.0,8,3,3,0,0,0
585,63.24,9,3,3,0,0,0
586,66.49,10,3,3,0,0,0
587,68.0,11,3,3,0,0,0
588,63.91,12,3,3,0,0,0
589,61.0,13,3,3,0,0,0
590,58.46,14,3,3,0,0,0
591,55.68,15,3,3,0,0,0
592,64.08,16,3,3,0,0,-1
593,97.0,17,3,3,0,0,-1
594,117.9,18,3,3,0,0,-1
595,82.4,19,3,3,0,0,0
596,57.18,20,3,3,0,0,0
597,49.01,21,3,3,0,0,0
598,45.0,22,3,3,0,0,0
599,40.07,23,3,3,0,0,0
600,33.14,0,4,3,0,0,0
601,30.0,1,4,3,0,0,0
602,29.01,2,4,3,0,0,1
603,28.76,3,4,3,0,0,1
604,28.0,4,4,3,0,0,1
605,29.0,5,4,3,0,0,0
606,34.21,6,4,3,0,0,0
607,57.2,7,4,3,0,0,0
608,52.01,8,4,3,0,0,0
609,53.02,9,4,3,0,0,0
610,56.03,10,4,3,0,0,0
611,54.5,11,4,3,0,0,0
612,51.0,12,4,3,0,0,0
613,47.99,13,4,3,0,0,0
614,41.99,14,4,3,0,0,0
615,38.58,15,4,3,0,0,0
616,43.0,16,4,3,0,0,0
617,51.93,17,4,3,0,0,0
618,60.0,18,4,3,0,0,0
619,53.87,19,4,3,0,0,0
620,50.2,20,4,3,0,0,0
621,38.0,21,4,3,0,0,0
622,35.6,22,4,3,0,0,0
623,30.01,23,4,3,0,0,0
624,38.99,0,5,3,0,1,-1
625,28.08,1,5,3,0,1,-1
626,23.05,2,5,3,0,1,-1
627,22.34,3,5,3,0,1,-1
628,19.0,4,5,3,0,1,0
629,22.02,5,5,3,0,1,0
630,23.15,6,5,3,0,1,0
631,28.0,7,5,3,0,1,0
632,35.0,8,5,3,0,1,0
633,44.99,9,5,3,0,1,0
634,49.0,10,5,3,0,1,0
635,47.0,11,5,3,0,1,0
636,47.99,12,5,3,0,1,0
637,41.0,13,5,3,0,1,0
638,37.0,14,5,3,0,1,0
639,34.12,15,5,3,0,1,0
640,36.99,16,5,3,0,1,0
641,44.0,17,5,3,0,1,0
642,53.0,18,5,3,0,1,0
643,51.99,19,5,3,0,1,-1
644,47.0,20,5,3,0,1,-1
645,35.01,21,5,3,0,1,-1
646,39.0,22,5,3,0,1,0
647,39.99,23,5,3,0,1,0
648,43.99,0,6,3,0,1,0
649,44.0,1,6,3,0,1,0
650,27.72,2,6,3,0,1,0
651,29.0,3,6,3,0,1,1
652,26.0,4,6,3,0,1,1
653,28.0,5,6,3,0,1,1
654,26.99,6,6,3,0,1,0
655,32.0,7,6,3,0,1,0
656,33.99,8,6,3,0,1,0
657,37.99,9,6,3,0,1,0
658,40.0,10,6,3,0,1,0
659,41.49,11,6,3,0,1,0
660,42.99,12,6,3,0,1,0
661,40.0,13,6,3,0,1,0
662,36.99,14,6,3,0,1,0
663,29.0,15,6,3,0,1,0
664,33.0,16,6,3,0,1,1
665,35.6,17,6,3,0,1,1
666,48.15,18,6,3,0,1,1
667,53.0,19,6,3,0,1,-1
668,48.0,20,6,3,0,1,-1
669,40.99,21,6,3,0,1,-1
670,44.99,22,6,3,0,1,-1
671,39.0,23,6,3,0,1,0
672,33.4,0,0,4,0,0,0
673,35.0,1,0,4,0,0,0
674,31.81,2,0,4,0,0,0
675,23.31,3,0,4,0,0,0
676,15.66,4,0,4,0,0,1
677,31.71,5,0,4,0,0,1
678,33.91,6,0,4,0,0,1
679,50.18,7,0,4,0,0,1
680,53.0,8,0,4,0,0,-1
681,53.49,9,0,4,0,0,-1
682,52.91,10,0,4,0,0,-1
683,56.49,11,0,4,0,0,-1
684,55.31,12,0,4,0,0,-1
685,56.01,13,0,4,0,0,-1
686,53.0,14,0,4,0,0,0
687,50.07,15,0,4,0,0,0
688,51.09,16,0,4,0,0,1
689,53.0,17,0,4,0,0,1
690,100.0,18,0,4,0,0,1
691,69.92,19,0,4,0,0,-1
692,50.04,20,0,4,0,0,-1
693,41.6,21,0,4,0,0,-1
694,39.03,22,0,4,0,0,0
695,34.51,23,0,4,0,0,0
696,32.01,0,1,4,0,0,0
697,26.0,1,1,4,0,0,0
698,24.4,2,1,4,0,0,1
699,23.0,3,1,4,0,0,1
700,20.01,4,1,4,0,0,1
701,23.01,5,1,4,0,0,0
702,35.01,6,1,4,0,0,0
703,49.41,7,1,4,0,0,0
704,48.2,8,1,4,0,0,0
705,53.01,9,1,4,0,0,0
706,53.0,10,1,4,0,0,0
707,54.0,11,1,4,0,0,0
708,52.01,12,1,4,0,0,0
709,47.91,13,1,4,0,0,0
710,45.0,14,1,4,0,0,0
711,43.0,15,1,4,0,0,0
712,48.16,16,1,4,0,0,0
713,57.18,17,1,4,0,0,0
714,64.78,18,1,4,0,0,0
715,56.0,19,1,4,0,0,0
716,47.21,20,1,4,0,0,0
717,35.61,21,1,4,0,0,0
718,38.3,22,1,4,0,0,0
719,26.71,23,1,4,0,0,0
720,30.0,0,2,4,0,0,0
721,27.18,1,2,4,0,0,0
722,25.5,2,2,4,0,0,1
723,24.9,3,2,4,0,0,1
724,16.79,4,2,4,0,0,1
725,25.01,5,2,4,0,0,0
726,29.01,6,2,4,0,0,0
727,48.7,7,2,4,0,0,0
728,49.0,8,2,4,0,0,-1
729,49.7,9,2,4,0,0,-1
730,49.5,10,2,4,0,0,-1
731,49.01,11,2,4,0,0,-1
732,48.0,12,2,4,0,0,0
733,46.01,13,2,4,0,0,0
734,44.0,14,2,4,0,0,0
735,38.05,15,2,4,0,0,0
736,41.24,16,2,4,0,0,0
737,52.0,17,2,4,0,0,0
738,58.07,18,2,4,0,0,0
739,50.01,19,2,4,0,0,0
740,42.01,20,2,4,0,0,0
741,33.01,21,2,4,0,0,0
742,36.0,22,2,4,0,0,0
743,26.01,23,2,4,0,0,0
744,28.0,0,3,4,1,0,0
745,27.8,1,3,4,1,0,0
746,26.0,2,3,4,1,0,1
747,24.0,3,3,4,1,0,1
748,23.2,4,3,4,1,0,1
749,30.0,5,3,4,1,0,0
750,35.0,6,3,4,1,0,0
751,50.19,7,3,4,1,0,-1
752,53.0,8,3,4,1,0,-1
753,54.69,9,3,4,1,0,-1
754,58.78,10,3,4,1,0,-1
755,56.55,11,3,4,1,0,-1
756,52.0,12,3,4,1,0,-1
757,55.01,13,3,4,1,0,0
758,51.23,14,3,4,1,0,0
759,50.22,15,3,4,1,0,0
760,56.07,16,3,4,1,0,0
761,62.26,17,3,4,1,0,-1
762,87.1,18,3,4,1,0,-1
763,60.48,19,3,4,1,0,-1
764,49.99,20,3,4,1,0,0
765,38.01,21,3,4,1,0,0
766,38.01,22,3,4,1,0,0
767,31.81,23,3,4,1,0,0
